feature,i,score
ccorr_alpha_F7,1,0.49475889263123307
ccorr_alpha_F7,2,0.49735832016256487
ccorr_alpha_F7,3,0.48863035430988894
ccorr_alpha_F7,4,0.4856740683979944
ccorr_alpha_F7,5,0.50075421472937
ccorr_alpha_F7,6,0.45849483204134367
ccorr_alpha_F7,7,0.49424463985772155
ccorr_alpha_F7,8,0.4834647699679825
ccorr_alpha_F7,9,0.47700845665961944
ccorr_alpha_F3,0,0.490914990266061
ccorr_alpha_F3,1,0.5101207590569292
ccorr_alpha_F3,2,0.5059005042522766
ccorr_alpha_F3,3,0.5470386039132734
ccorr_alpha_F3,4,0.48046009561726444
ccorr_alpha_F3,5,0.517332150251405
ccorr_alpha_F3,6,0.4852390180878553
ccorr_alpha_F3,7,0.4795392418403978
ccorr_alpha_F3,8,0.5080903367213185
ccorr_alpha_F3,9,0.4726832276250881
ccorr_alpha_FC1,0,0.5134247242050617
ccorr_alpha_FC1,1,0.49617185574632383
ccorr_alpha_FC1,2,0.5286821705426357
ccorr_alpha_FC1,3,0.5008989952406134
ccorr_alpha_FC1,4,0.5029734637104163
ccorr_alpha_FC1,5,0.48203194321206744
ccorr_alpha_FC1,6,0.5147609819121447
ccorr_alpha_FC1,7,0.44502354839772085
ccorr_alpha_FC1,8,0.5024711519865913
ccorr_alpha_FC1,9,0.49829985905567303
ccorr_alpha_FC5,0,0.53704980532122
ccorr_alpha_FC5,1,0.5225581204304608
ccorr_alpha_FC5,2,0.5161661774666968
ccorr_alpha_FC5,3,0.510329631588225
ccorr_alpha_FC5,4,0.5103446552614482
ccorr_alpha_FC5,5,0.49797397219757467
ccorr_alpha_FC5,6,0.505749354005168
ccorr_alpha_FC5,7,0.4795886440733788
ccorr_alpha_FC5,8,0.49460644218578764
ccorr_alpha_FC5,9,0.47187279774489077
ccorr_alpha_T7,0,0.5023929266709929
ccorr_alpha_T7,1,0.5007146964593773
ccorr_alpha_T7,2,0.49844208624971775
ccorr_alpha_T7,3,0.4920412480169223
ccorr_alpha_T7,4,0.497093168529593
ccorr_alpha_T7,5,0.513265306122449
ccorr_alpha_T7,6,0.5097868217054264
ccorr_alpha_T7,7,0.4886704212363732
ccorr_alpha_T7,8,0.48906246642456536
ccorr_alpha_T7,9,0.49898696264975334
ccorr_alpha_C3,0,0.46179428942245293
ccorr_alpha_C3,1,0.5029820093649882
ccorr_alpha_C3,2,0.5178369835177241
ccorr_alpha_C3,3,0.534673012515424
ccorr_alpha_C3,4,0.4946527627392514
ccorr_alpha_C3,5,0.4758059745637385
ccorr_alpha_C3,6,0.5466731266149871
ccorr_alpha_C3,7,0.5095922669037973
ccorr_alpha_C3,8,0.4986784708941273
ccorr_alpha_C3,9,0.5369890768146582
ccorr_alpha_CP1,0,0.5232195003244646
ccorr_alpha_CP1,1,0.5293107697363016
ccorr_alpha_CP1,2,0.517761721983894
ccorr_alpha_CP1,3,0.5076767142605323
ccorr_alpha_CP1,4,0.4975096200296514
ccorr_alpha_CP1,5,0.5173321502514049
ccorr_alpha_CP1,6,0.5275839793281654
ccorr_alpha_CP1,7,0.5325560715344333
ccorr_alpha_CP1,8,0.5036530072845263
ccorr_alpha_CP1,9,0.5157505285412263
ccorr_alpha_CP5,0,0.5172777417261518
ccorr_alpha_CP5,1,0.5130206194035981
ccorr_alpha_CP5,2,0.4853315270565214
ccorr_alpha_CP5,3,0.498977613255773
ccorr_alpha_CP5,4,0.4741466908763805
ccorr_alpha_CP5,5,0.5008577343981071
ccorr_alpha_CP5,6,0.5314922480620154
ccorr_alpha_CP5,7,0.5130174883904752
ccorr_alpha_CP5,8,0.4946171863248598
ccorr_alpha_CP5,9,0.514684637068358
ccorr_alpha_P7,0,0.49693786502271253
ccorr_alpha_P7,1,0.49376488950957037
ccorr_alpha_P7,2,0.5096033717167157
ccorr_alpha_P7,3,0.49673893883306897
ccorr_alpha_P7,4,0.49138778297879426
ccorr_alpha_P7,5,0.4880065069506064
ccorr_alpha_P7,6,0.4982881136950904
ccorr_alpha_P7,7,0.5100698218226131
ccorr_alpha_P7,8,0.5119689709263597
ccorr_alpha_P7,9,0.5059637068357998
ccorr_alpha_P3,0,0.46962199870214144
ccorr_alpha_P3,1,0.5094389222048796
ccorr_alpha_P3,2,0.4888989237600663
ccorr_alpha_P3,3,0.5021946060285564
ccorr_alpha_P3,4,0.5201229364828173
ccorr_alpha_P3,5,0.5164152617568767
ccorr_alpha_P3,6,0.5070736434108527
ccorr_alpha_P3,7,0.4840924809801403
ccorr_alpha_P3,8,0.5159120699658336
ccorr_alpha_P3,9,0.496229739252995
ccorr_alpha_Pz,0,0.4791125892277742
ccorr_alpha_Pz,1,0.4995974698102358
ccorr_alpha_Pz,2,0.5120192669526605
ccorr_alpha_Pz,3,0.5080645161290323
ccorr_alpha_Pz,4,0.5045726374706402
ccorr_alpha_Pz,5,0.5039485359361136
ccorr_alpha_Pz,6,0.5204134366925065
ccorr_alpha_Pz,7,0.5138737937621447
ccorr_alpha_Pz,8,0.5024281754303028
ccorr_alpha_Pz,9,0.5271317829457364
ccorr_alpha_PO3,0,0.47268413367942896
ccorr_alpha_PO3,1,0.4938470385278896
ccorr_alpha_PO3,2,0.49514563106796117
ccorr_alpha_PO3,3,0.4557377049180328
ccorr_alpha_PO3,4,0.4928870083790042
ccorr_alpha_PO3,5,0.4525732031943212
ccorr_alpha_PO3,6,0.4938630490956072
ccorr_alpha_PO3,7,0.4984026611336166
ccorr_alpha_PO3,8,0.4989685626490749
ccorr_alpha_PO3,9,0.4893322762508809
ccorr_alpha_O1,0,0.5126135626216742
ccorr_alpha_O1,1,0.5010022180234946
ccorr_alpha_O1,2,0.4980958831940995
ccorr_alpha_O1,3,0.49768200246783006
ccorr_alpha_O1,4,0.5027152637803801
ccorr_alpha_O1,5,0.5065069506063296
ccorr_alpha_O1,6,0.505264857881137
ccorr_alpha_O1,7,0.4969452952606791
ccorr_alpha_O1,8,0.5078539656617315
ccorr_alpha_O1,9,0.5037438336856942
ccorr_alpha_Oz,0,0.4986615833874108
ccorr_alpha_Oz,1,0.5016758399737123
ccorr_alpha_Oz,2,0.5075863626100701
ccorr_alpha_Oz,3,0.49256125506786536
ccorr_alpha_Oz,4,0.49997501290999646
ccorr_alpha_Oz,5,0.5194321206743566
ccorr_alpha_Oz,6,0.4968023255813953
ccorr_alpha_Oz,7,0.4927543391627968
ccorr_alpha_Oz,8,0.5004297655628854
ccorr_alpha_Oz,9,0.5033738548273432
ccorr_alpha_O2,0,0.4785650551589877
ccorr_alpha_O2,1,0.5076152139981926
ccorr_alpha_O2,2,0.4998946338526379
ccorr_alpha_O2,3,0.49438568658558085
ccorr_alpha_O2,4,0.5044893471706285
ccorr_alpha_O2,5,0.4882874889086069
ccorr_alpha_O2,6,0.5062984496124031
ccorr_alpha_O2,7,0.5043309290913283
ccorr_alpha_O2,8,0.5024711519865913
ccorr_alpha_O2,9,0.513354474982382
ccorr_alpha_PO4,0,0.48600746268656714
ccorr_alpha_PO4,1,0.4937731044114023
ccorr_alpha_PO4,2,0.5048317904718898
ccorr_alpha_PO4,3,0.5290763264586639
ccorr_alpha_PO4,4,0.4772450900368143
ccorr_alpha_PO4,5,0.4951197870452529
ccorr_alpha_PO4,6,0.5034560723514212
ccorr_alpha_PO4,7,0.497274643480552
ccorr_alpha_PO4,8,0.5131938027805832
ccorr_alpha_PO4,9,0.5098572938689218
ccorr_alpha_P4,0,0.48483127839065543
ccorr_alpha_P4,1,0.5030477285796435
ccorr_alpha_P4,2,0.5547452397079853
ccorr_alpha_P4,3,0.5100916622598273
ccorr_alpha_P4,4,0.4999666838799953
ccorr_alpha_P4,5,0.4536379769299024
ccorr_alpha_P4,6,0.5031653746770026
ccorr_alpha_P4,7,0.4849981885847907
ccorr_alpha_P4,8,0.4487397124868384
ccorr_alpha_P4,9,0.49709302325581395
ccorr_alpha_P8,0,0.4989252109020117
ccorr_alpha_P8,1,0.5140310523289247
ccorr_alpha_P8,2,0.48503048092120116
ccorr_alpha_P8,3,0.5149920676890534
ccorr_alpha_P8,4,0.5159584214822341
ccorr_alpha_P8,5,0.5089174800354925
ccorr_alpha_P8,6,0.4982881136950904
ccorr_alpha_P8,7,0.510119224055594
ccorr_alpha_P8,8,0.4911145969873434
ccorr_alpha_P8,9,0.5020965468639887
ccorr_alpha_CP6,0,0.5237467553536664
ccorr_alpha_CP6,1,0.4658424381828637
ccorr_alpha_CP6,2,0.5218258448107173
ccorr_alpha_CP6,3,0.477683765203596
ccorr_alpha_CP6,4,0.49837583914977257
ccorr_alpha_CP6,5,0.47947352854185155
ccorr_alpha_CP6,6,0.5020671834625323
ccorr_alpha_CP6,7,0.5222063037249284
ccorr_alpha_CP6,8,0.5256570041042612
ccorr_alpha_CP6,9,0.4785059901338971
ccorr_alpha_CP2,0,0.4973840038935756
ccorr_alpha_CP2,1,0.5003368109751088
ccorr_alpha_CP2,2,0.5068789041920674
ccorr_alpha_CP2,3,0.4824960338445267
ccorr_alpha_CP2,4,0.5073878496110343
ccorr_alpha_CP2,5,0.4980627033422065
ccorr_alpha_CP2,6,0.4693798449612403
ccorr_alpha_CP2,7,0.49450811843361986
ccorr_alpha_CP2,8,0.45734576788361947
ccorr_alpha_CP2,9,0.4794749823819591
ccorr_alpha_C4,0,0.5038732965606749
ccorr_alpha_C4,1,0.5011665160601331
ccorr_alpha_C4,2,0.5029351998193723
ccorr_alpha_C4,3,0.5220341970738587
ccorr_alpha_C4,4,0.5163332278322866
ccorr_alpha_C4,5,0.48850931677018633
ccorr_alpha_C4,6,0.4855297157622739
ccorr_alpha_C4,7,0.5055165826828706
ccorr_alpha_C4,8,0.5231536197004534
ccorr_alpha_C4,9,0.4831395348837209
ccorr_alpha_T8,0,0.47345473718364695
ccorr_alpha_T8,1,0.5285714285714286
ccorr_alpha_T8,2,0.47803868442838865
ccorr_alpha_T8,3,0.46113167636171337
ccorr_alpha_T8,4,0.49089637020872545
ccorr_alpha_T8,5,0.4839100857734398
ccorr_alpha_T8,6,0.5009043927648579
ccorr_alpha_T8,7,0.5163109705892039
ccorr_alpha_T8,8,0.48126222145819453
ccorr_alpha_T8,9,0.47973044397463
ccorr_alpha_FC6,0,0.5068137573004543
ccorr_alpha_FC6,1,0.4969604863221885
ccorr_alpha_FC6,2,0.4893655452698126
ccorr_alpha_FC6,3,0.47767495152476647
ccorr_alpha_FC6,4,0.5076127334210658
ccorr_alpha_FC6,5,0.4998077491866312
ccorr_alpha_FC6,6,0.5133720930232558
ccorr_alpha_FC6,7,0.4911981688238975
ccorr_alpha_FC6,8,0.48388379139179577
ccorr_alpha_FC6,9,0.48822233967582807
ccorr_alpha_FC2,0,0.5112548669695003
ccorr_alpha_FC2,1,0.48732440647334263
ccorr_alpha_FC2,2,0.507593888763453
ccorr_alpha_FC2,3,0.5078529878371232
ccorr_alpha_FC2,4,0.49998334193999766
ccorr_alpha_FC2,5,0.508488612836439
ccorr_alpha_FC2,6,0.5003875968992247
ccorr_alpha_FC2,7,0.5042403583308632
ccorr_alpha_FC2,8,0.5012463201323678
ccorr_alpha_FC2,9,0.5053206483439041
ccorr_alpha_F4,0,0.4994524659312135
ccorr_alpha_F4,1,0.48516388729154686
ccorr_alpha_F4,2,0.5086927071573719
ccorr_alpha_F4,3,0.48831306187202533
ccorr_alpha_F4,4,0.5043560826906098
ccorr_alpha_F4,5,0.4880804495711328
ccorr_alpha_F4,6,0.510077519379845
ccorr_alpha_F4,7,0.49757105687843756
ccorr_alpha_F4,8,0.505361325396996
ccorr_alpha_F4,9,0.49127906976744184
ccorr_alpha_F8,0,0.5141953277092797
ccorr_alpha_F8,1,0.48573071551794955
ccorr_alpha_F8,2,0.5175810943027019
ccorr_alpha_F8,3,0.4888506962806275
ccorr_alpha_F8,4,0.49139611200879546
ccorr_alpha_F8,5,0.5052942916296953
ccorr_alpha_F8,6,0.4946382428940569
ccorr_alpha_F8,7,0.4917168922701973
ccorr_alpha_F8,8,0.48508713496787503
ccorr_alpha_F8,9,0.5085095137420719
ccorr_alpha_AF4,0,0.5578966580142765
ccorr_alpha_AF4,1,0.5314466442126017
ccorr_alpha_AF4,2,0.5121246331000227
ccorr_alpha_AF4,3,0.4909395381632293
ccorr_alpha_AF4,4,0.48138461794739384
ccorr_alpha_AF4,5,0.4650547175391896
ccorr_alpha_AF4,6,0.4749677002583979
ccorr_alpha_AF4,7,0.49059710832262954
ccorr_alpha_AF4,8,0.5304274018522895
ccorr_alpha_AF4,9,0.4864781536293164
ccorr_alpha_Fp2,0,0.4757665476963011
ccorr_alpha_Fp2,1,0.5129056107779513
ccorr_alpha_Fp2,2,0.5336945886957176
ccorr_alpha_Fp2,3,0.49084258769610434
ccorr_alpha_Fp2,4,0.5029734637104163
ccorr_alpha_Fp2,5,0.5356107660455487
ccorr_alpha_Fp2,6,0.46382428940568476
ccorr_alpha_Fp2,7,0.48084016730889567
ccorr_alpha_Fp2,8,0.5167716010916046
ccorr_alpha_Fp2,9,0.4789288231148696
ccorr_alpha_Fz,0,0.4927806619078521
ccorr_alpha_Fz,1,0.49679618828554994
ccorr_alpha_Fz,2,0.49797546473997145
ccorr_alpha_Fz,3,0.4864533756389917
ccorr_alpha_Fz,4,0.4928203761389949
ccorr_alpha_Fz,5,0.49291629695356404
ccorr_alpha_Fz,6,0.48714470284237726
ccorr_alpha_Fz,7,0.4796380463063597
ccorr_alpha_Fz,8,0.4939295614242431
ccorr_alpha_Fz,9,0.5015063424947146
ccorr_alpha_Cz,0,0.5015209279688514
ccorr_alpha_Cz,1,0.49657438593608805
ccorr_alpha_Cz,2,0.4661097313163242
ccorr_alpha_Cz,3,0.5218491098184381
ccorr_alpha_Cz,4,0.4942696273591977
ccorr_alpha_Cz,5,0.4780538302277433
ccorr_alpha_Cz,6,0.5106589147286822
ccorr_alpha_Cz,7,0.5155534696834964
ccorr_alpha_Cz,8,0.4989900509272192
ccorr_alpha_Cz,9,0.483861874559549
ccorr_theta_Fp1,0,0.49010382868267355
ccorr_theta_Fp1,1,0.49242586051096693
ccorr_theta_Fp1,2,0.5192970572740273
ccorr_theta_Fp1,3,0.4882778071567072
ccorr_theta_Fp1,4,0.5059136113008279
ccorr_theta_Fp1,5,0.49538598047914817
ccorr_theta_Fp1,6,0.5035852713178295
ccorr_theta_Fp1,7,0.5202713829331752
ccorr_theta_Fp1,8,0.5094763306616241
ccorr_theta_Fp1,9,0.5273255813953488
ccorr_theta_AF3,0,0.48977936404931866
ccorr_theta_AF3,1,0.5072866179249158
ccorr_theta_AF3,2,0.5061563934672989
ccorr_theta_AF3,3,0.5287678476996298
ccorr_theta_AF3,4,0.5188402658626377
ccorr_theta_AF3,5,0.5129547471162378
ccorr_theta_AF3,6,0.4837855297157623
ccorr_theta_AF3,7,0.5317985706287258
ccorr_theta_AF3,8,0.5047381653308121
ccorr_theta_AF3,9,0.507047216349542
ccorr_theta_F7,0,0.49523442569759896
ccorr_theta_F7,1,0.5070976751827816
ccorr_theta_F7,2,0.49248889892376013
ccorr_theta_F7,3,0.5200070509430637
ccorr_theta_F7,4,0.5365810997651214
ccorr_theta_F7,5,0.49454303460514637
ccorr_theta_F7,6,0.4892764857881137
ccorr_theta_F7,7,0.49307545367717287
ccorr_theta_F7,8,0.4979048928809334
ccorr_theta_F7,9,0.4759601832276251
ccorr_theta_F3,0,0.44796398442569757
ccorr_theta_F3,1,0.4767025384046661
ccorr_theta_F3,2,0.4893655452698126
ccorr_theta_F3,3,0.5028468182619426
ccorr_theta_F3,4,0.4859322683280305
ccorr_theta_F3,5,0.5006654835847383
ccorr_theta_F3,6,0.4975452196382429
ccorr_theta_F3,7,0.5028735632183908
ccorr_theta_F3,8,0.49462793046393194
ccorr_theta_F3,9,0.4993393234672304
ccorr_theta_FC1,0,0.5138708630759247
ccorr_theta_FC1,1,0.48769407705577916
ccorr_theta_FC1,2,0.5030255136599684
ccorr_theta_FC1,3,0.5031905517362948
ccorr_theta_FC1,4,0.48112641801735767
ccorr_theta_FC1,5,0.48461993493049393
ccorr_theta_FC1,6,0.4998708010335917
ccorr_theta_FC1,7,0.46887659322201364
ccorr_theta_FC1,8,0.4999785117218557
ccorr_theta_FC1,9,0.4936751233262861
ccorr_theta_FC5,0,0.48844094743672944
ccorr_theta_FC5,1,0.47252115337221723
ccorr_theta_FC5,2,0.5028223075186272
ccorr_theta_FC5,3,0.49256125506786536
ccorr_theta_FC5,4,0.46960736952574506
ccorr_theta_FC5,5,0.5112540668441289
ccorr_theta_FC5,6,0.49867571059431526
ccorr_theta_FC5,7,0.5156358067384647
ccorr_theta_FC5,8,0.48821367943786664
ccorr_theta_FC5,9,0.46976744186046515
ccorr_theta_T7,0,0.5125527255029201
ccorr_theta_T7,1,0.49894027766368193
ccorr_theta_T7,2,0.5283886505606985
ccorr_theta_T7,3,0.48901815617838884
ccorr_theta_T7,4,0.5077793140210891
ccorr_theta_T7,5,0.5039633244602189
ccorr_theta_T7,6,0.5070090439276486
ccorr_theta_T7,7,0.49211211013404477
ccorr_theta_T7,8,0.4976040569869137
ccorr_theta_T7,9,0.47867336152219875
ccorr_theta_C3,0,0.4904891304347826
ccorr_theta_C3,1,0.49682904789287774
ccorr_theta_C3,2,0.4958380371791977
ccorr_theta_C3,3,0.4966243610082849
ccorr_theta_C3,4,0.4718062334460529
ccorr_theta_C3,5,0.4919698314108252
ccorr_theta_C3,6,0.48691860465116277
ccorr_theta_C3,7,0.48815993149557024
ccorr_theta_C3,8,0.4950147194705288
ccorr_theta_C3,9,0.4640503875968992
ccorr_theta_CP1,0,0.503609669046074
ccorr_theta_CP1,1,0.49813521728415344
ccorr_theta_CP1,2,0.4870851207947618
ccorr_theta_CP1,3,0.4744491450731535
ccorr_theta_CP1,4,0.501457580250204
ccorr_theta_CP1,5,0.5141969831410825
ccorr_theta_CP1,6,0.4860142118863049
ccorr_theta_CP1,7,0.4911487665909166
ccorr_theta_CP1,8,0.47980101854438406
ccorr_theta_CP1,9,0.5079281183932347
ccorr_theta_CP5,0,0.5056578520441272
ccorr_theta_CP5,1,0.5077959418384951
ccorr_theta_CP5,2,0.49877323699857
ccorr_theta_CP5,3,0.5082760444209413
ccorr_theta_CP5,4,0.49867568422981456
ccorr_theta_CP5,5,0.5022922212363206
ccorr_theta_CP5,6,0.5255813953488372
ccorr_theta_CP5,7,0.4787652735236966
ccorr_theta_CP5,8,0.51026065281389
ccorr_theta_CP5,9,0.5006166314305849
ccorr_theta_P7,0,0.5174196950032447
ccorr_theta_P7,1,0.4881130370492073
ccorr_theta_P7,2,0.5248363061639196
ccorr_theta_P7,3,0.49941829719725017
ccorr_theta_P7,4,0.4619529909546734
ccorr_theta_P7,5,0.5207778763679385
ccorr_theta_P7,6,0.49379844961240316
ccorr_theta_P7,7,0.5085054177782169
ccorr_theta_P7,8,0.4666287040419451
ccorr_theta_P7,9,0.500484496124031
ccorr_theta_P3,0,0.5147834198572356
ccorr_theta_P3,1,0.4781647909307484
ccorr_theta_P3,2,0.5166252728230601
ccorr_theta_P3,3,0.5224396263000176
ccorr_theta_P3,4,0.5168996018723659
ccorr_theta_P3,5,0.460854776693286
ccorr_theta_P3,6,0.518766149870801
ccorr_theta_P3,7,0.5155946382109805
ccorr_theta_P3,8,0.524228033607667
ccorr_theta_P3,9,0.508121916842847
ccorr_theta_Pz,0,0.5078682673588579
ccorr_theta_Pz,1,0.5200690051753881
ccorr_theta_Pz,2,0.5141717468202002
ccorr_theta_Pz,3,0.5218138551031201
ccorr_theta_Pz,4,0.4981759424297446
ccorr_theta_Pz,5,0.532712215320911
ccorr_theta_Pz,6,0.5221253229974161
ccorr_theta_Pz,7,0.49398116128182323
ccorr_theta_Pz,8,0.4874293572856007
ccorr_theta_Pz,9,0.4816155743481325
ccorr_theta_PO3,0,0.5276200519143414
ccorr_theta_PO3,1,0.49930994824611846
ccorr_theta_PO3,2,0.49689169865281857
ccorr_theta_PO3,3,0.48621540631059407
ccorr_theta_PO3,4,0.5027485799003848
ccorr_theta_PO3,5,0.4834516415261757
ccorr_theta_PO3,6,0.4838501291989664
ccorr_theta_PO3,7,0.4930425188551856
ccorr_theta_PO3,8,0.5004190214238133
ccorr_theta_PO3,9,0.49326990838618745
ccorr_theta_O1,0,0.47937621674237507
ccorr_theta_O1,1,0.4986445411977327
ccorr_theta_O1,2,0.4971701663279897
ccorr_theta_O1,3,0.5079234972677595
ccorr_theta_O1,4,0.49699322016957903
ccorr_theta_O1,5,0.48689736764270924
ccorr_theta_O1,6,0.48585271317829454
ccorr_theta_O1,7,0.4762539933471659
ccorr_theta_O1,8,0.49215677847734063
ccorr_theta_O1,9,0.4908121916842847
ccorr_theta_Oz,0,0.49517358857884486
ccorr_theta_Oz,1,0.4862646841370246
ccorr_theta_Oz,2,0.48526379167607436
ccorr_theta_Oz,3,0.5478318350079323
ccorr_theta_Oz,4,0.49052156385867307
ccorr_theta_Oz,5,0.5210292812777284
ccorr_theta_Oz,6,0.48766149870801034
ccorr_theta_Oz,7,0.5284803873135065
ccorr_theta_Oz,8,0.5228635279455057
ccorr_theta_Oz,9,0.44573643410852715
ccorr_theta_O2,0,0.48977936404931866
ccorr_theta_O2,1,0.5035488375913908
ccorr_theta_O2,2,0.49403176036727625
ccorr_theta_O2,3,0.5025824078970562
ccorr_theta_O2,4,0.5044893471706285
ccorr_theta_O2,5,0.49037267080745345
ccorr_theta_O2,6,0.5123385012919897
ccorr_theta_O2,7,0.4871471857194612
ccorr_theta_O2,8,0.5099060962245096
ccorr_theta_O2,9,0.5021934460887949
ccorr_theta_PO4,0,0.48765006489292667
ccorr_theta_PO4,1,0.4873490511788384
ccorr_theta_PO4,2,0.49766689245126816
ccorr_theta_PO4,3,0.5038339502908514
ccorr_theta_PO4,4,0.4930535889790275
ccorr_theta_PO4,5,0.49247264123040524
ccorr_theta_PO4,6,0.48801679586563307
ccorr_theta_PO4,7,0.5002634785758984
ccorr_theta_PO4,8,0.49544448503341426
ccorr_theta_PO4,9,0.4720665961945032
ccorr_theta_P4,0,0.49908744321868914
ccorr_theta_P4,1,0.48698759549823384
ccorr_theta_P4,2,0.5009181907127267
ccorr_theta_P4,3,0.5042834479111581
ccorr_theta_P4,4,0.507171294831004
ccorr_theta_P4,5,0.5155723158828749
ccorr_theta_P4,6,0.5024870801033592
ccorr_theta_P4,7,0.508546586305701
ccorr_theta_P4,8,0.5000322324172164
ccorr_theta_P4,9,0.5060341789992953
ccorr_theta_P8,0,0.5109101232965607
ccorr_theta_P8,1,0.5060954571592869
ccorr_theta_P8,2,0.4903891021299014
ccorr_theta_P8,3,0.49573417944650094
ccorr_theta_P8,4,0.48356682380769933
ccorr_theta_P8,5,0.4634279798876072
ccorr_theta_P8,6,0.5039405684754522
ccorr_theta_P8,7,0.48129302111122085
ccorr_theta_P8,8,0.48715000966972516
ccorr_theta_P8,9,0.49480267794221283
ccorr_theta_CP6,0,0.49150308241401686
ccorr_theta_CP6,1,0.5090528218187793
ccorr_theta_CP6,2,0.5160909159328667
ccorr_theta_CP6,3,0.5321699277278336
ccorr_theta_CP6,4,0.48473288800786263
ccorr_theta_CP6,5,0.49819580005915415
ccorr_theta_CP6,6,0.4808785529715762
ccorr_theta_CP6,7,0.4939893949873201
ccorr_theta_CP6,8,0.49638996927176227
ccorr_theta_CP6,9,0.5039816772374912
ccorr_theta_CP2,0,0.5540639195327709
ccorr_theta_CP2,1,0.4810400065719215
ccorr_theta_CP2,2,0.48941822834349363
ccorr_theta_CP2,3,0.5102062400846114
ccorr_theta_CP2,4,0.5024487348203428
ccorr_theta_CP2,5,0.5131026323572907
ccorr_theta_CP2,6,0.5303940568475451
ccorr_theta_CP2,7,0.4616803346177914
ccorr_theta_CP2,8,0.4685626490749296
ccorr_theta_CP2,9,0.5034443269908386
ccorr_theta_C4,0,0.5417139844256975
ccorr_theta_C4,1,0.5071387496919412
ccorr_theta_C4,2,0.5085346579363287
ccorr_theta_C4,3,0.5009254362771021
ccorr_theta_C4,4,0.5263447218936883
ccorr_theta_C4,5,0.5389677610174505
ccorr_theta_C4,6,0.5167958656330749
ccorr_theta_C4,7,0.48787998550867834
ccorr_theta_C4,8,0.47868362808088183
ccorr_theta_C4,9,0.5251937984496124
ccorr_theta_T8,0,0.4722988319273199
ccorr_theta_T8,1,0.5090446069169474
ccorr_theta_T8,2,0.496161661774667
ccorr_theta_T8,3,0.4961660497091486
ccorr_theta_T8,4,0.48833102896836633
ccorr_theta_T8,5,0.4933599526767229
ccorr_theta_T8,6,0.5118217054263566
ccorr_theta_T8,7,0.4912722721733689
ccorr_theta_T8,8,0.4921675226164127
ccorr_theta_T8,9,0.500246652572234
ccorr_theta_FC6,0,0.5181497404282933
ccorr_theta_FC6,1,0.5001396533311426
ccorr_theta_FC6,2,0.5025287875366901
ccorr_theta_FC6,3,0.4940772078265468
ccorr_theta_FC6,4,0.5097199780113608
ccorr_theta_FC6,5,0.4846051464063887
ccorr_theta_FC6,6,0.4889857881136951
ccorr_theta_FC6,7,0.5081925369693376
ccorr_theta_FC6,8,0.4896856264907493
ccorr_theta_FC6,9,0.5048009161381255
ccorr_theta_FC2,0,0.5012167423750811
ccorr_theta_FC2,1,0.49511213341000576
ccorr_theta_FC2,2,0.5094980055693535
ccorr_theta_FC2,3,0.4797020976555615
ccorr_theta_FC2,4,0.5160417117822458
ccorr_theta_FC2,5,0.5056048506359065
ccorr_theta_FC2,6,0.5103682170542636
ccorr_theta_FC2,7,0.5288920725883477
ccorr_theta_FC2,8,0.5202204697337602
ccorr_theta_FC2,9,0.5081835799859056
ccorr_theta_F4,0,0.5084158014276444
ccorr_theta_F4,1,0.49392918754620885
ccorr_theta_F4,2,0.5001881538345752
ccorr_theta_F4,3,0.5117310065221223
ccorr_theta_F4,4,0.49432793056920593
ccorr_theta_F4,5,0.4807453416149068
ccorr_theta_F4,6,0.49880490956072354
ccorr_theta_F4,7,0.4595313374831209
ccorr_theta_F4,8,0.4793390205642822
ccorr_theta_F4,9,0.5069767441860465
ccorr_theta_F8,0,0.4953763789746918
ccorr_theta_F8,1,0.5369588433418221
ccorr_theta_F8,2,0.49009558214796417
ccorr_theta_F8,3,0.4804512603560726
ccorr_theta_F8,4,0.5244290449934201
ccorr_theta_F8,5,0.4929162969535641
ccorr_theta_F8,6,0.49993540051679586
ccorr_theta_F8,7,0.5042897605638441
ccorr_theta_F8,8,0.4921675226164127
ccorr_theta_F8,9,0.500960183227625
ccorr_theta_AF4,0,0.4700884166125892
ccorr_theta_AF4,1,0.48757906843013227
ccorr_theta_AF4,2,0.4878828930533604
ccorr_theta_AF4,3,0.49581350255596685
ccorr_theta_AF4,4,0.5111692292315637
ccorr_theta_AF4,5,0.5158089322685596
ccorr_theta_AF4,6,0.5069121447028424
ccorr_theta_AF4,7,0.4863649836972631
ccorr_theta_AF4,8,0.49770075423856286
ccorr_theta_AF4,9,0.5064041578576463
ccorr_theta_Fp2,0,0.5094905905256327
ccorr_theta_Fp2,1,0.50128152468578
ccorr_theta_Fp2,2,0.5003913599759163
ccorr_theta_Fp2,3,0.4832275691873788
ccorr_theta_Fp2,4,0.45718045676400526
ccorr_theta_Fp2,5,0.4915113871635611
ccorr_theta_Fp2,6,0.4582687338501292
ccorr_theta_Fp2,7,0.5000247011164904
ccorr_theta_Fp2,8,0.4981197756623762
ccorr_theta_Fp2,9,0.5090116279069767
ccorr_theta_Fz,0,0.5027173913043478
ccorr_theta_Fz,1,0.47975026698430956
ccorr_theta_Fz,2,0.49963121848423264
ccorr_theta_Fz,3,0.4955755332275692
ccorr_theta_Fz,4,0.48186770168746146
ccorr_theta_Fz,5,0.5176427092576161
ccorr_theta_Fz,6,0.4976421188630491
ccorr_theta_Fz,7,0.46110397523301383
ccorr_theta_Fz,8,0.4761802436770741
